"Channel1","Channel2","Channel3","Channel4","Channel5","Channel6","Channel7","Channel8","Channel9","Channel10","Channel11","Channel12","Channel13","Channel14","Channel15","Channel16","Channel17","Channel18","Channel19","Channel20","Channel21","Channel22","Channel23","Channel24","Channel25","Channel26","Channel27","Channel28","Channel29","Channel30","Channel31","Channel32","Channel33","Channel34","Channel35","Channel36","Channel37","Channel38","Channel39","Channel40","Channel41","Channel42","Channel43","Channel44","Channel45","Channel46","Channel47","Channel48","Channel49","Channel50","Channel51","Channel52","Channel53","Channel54","Channel55","Channel56","Channel57","Channel58","Channel59","Channel60","Channel61","Channel62","Channel63","Channel64","Channel65","Channel66","Channel67","Channel68","Channel69","Channel70","Channel71","Channel72","Channel73","Channel74","Channel75","Channel76","Channel77","Channel78","Channel79","Channel80","Channel81","Channel82","Channel83","Channel84","Channel85","Channel86","Channel87","Channel88","Channel89","Channel90","Channel91","Channel92","Channel93","Channel94","Channel95","Channel96","Channel97","Channel98","Channel99","Channel100","Channel101","Channel102","Channel103","Channel104","Channel105","Channel106","Channel107","Channel108","Channel109","Channel110","Channel111","Channel112","Channel113","Channel114","Channel115","Channel116","Channel117","Channel118","Channel119","Channel120","Channel121","Channel122","Channel123","Channel124","Channel125","Channel126","Channel127","Channel128"
8,18,82,149,146,106,77,87,57,50,43,49,45,26,26,28,28,31,19,13,11,12,13,12,10,13,5,10,17,14,8,4,7,9,7,3,5,9,4,6,2,6,2,4,4,6,3,6,3,4,2,1,8,3,7,5,3,5,5,2,2,2,5,0,3,1,1,1,8,5,3,9,5,2,1,0,0,0,0,1,3,1,2,2,0,2,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1
5,21,99,149,122,105,94,67,63,57,48,50,46,38,33,22,35,27,20,9,11,8,9,6,6,9,12,6,20,12,4,11,6,4,5,6,5,11,6,6,5,1,4,6,4,4,5,4,6,0,3,2,4,4,3,1,4,1,4,1,0,3,2,0,2,3,2,2,6,6,9,4,6,0,1,5,1,1,1,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9,32,82,137,131,106,75,71,57,54,58,48,43,31,30,19,29,15,12,15,13,17,8,16,8,9,4,8,13,12,14,11,4,7,5,11,6,1,6,2,3,3,2,5,6,4,5,5,2,3,1,1,3,4,6,3,2,2,4,2,1,6,0,3,0,4,0,0,3,2,3,4,2,2,1,0,0,2,1,0,1,4,0,2,2,3,2,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0
6,29,80,124,115,104,81,61,55,53,48,45,36,23,28,21,30,22,13,14,8,9,12,8,13,6,12,7,16,13,8,6,4,4,6,5,10,5,6,8,1,5,2,7,3,6,4,5,3,6,2,1,2,1,4,3,1,3,0,2,1,5,2,2,0,4,1,2,7,5,3,2,4,1,1,1,0,2,1,3,6,1,1,1,3,3,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,26,76,143,137,125,79,63,52,49,46,52,21,26,18,22,22,16,19,12,5,10,7,9,7,9,4,10,10,16,10,7,5,2,7,5,7,4,7,6,3,4,1,5,6,3,3,3,1,2,4,1,3,3,3,1,6,2,0,1,2,1,2,3,1,2,4,3,4,5,4,2,8,2,3,0,1,1,2,2,0,0,2,2,3,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1
0,28,85,117,138,87,87,51,58,59,44,52,20,30,28,19,23,17,13,16,9,15,6,11,11,10,9,16,15,10,11,10,1,6,3,6,4,1,1,2,2,3,6,3,3,8,5,5,0,4,0,2,1,5,3,6,1,2,1,2,0,1,1,0,0,3,3,5,5,3,9,5,4,0,1,1,2,1,1,1,0,0,2,2,2,5,3,4,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
4,14,66,139,134,93,87,57,56,51,44,52,25,24,28,23,20,21,12,10,6,11,7,7,4,4,6,5,10,15,6,4,3,1,1,4,5,2,3,4,4,3,2,6,10,4,6,2,2,5,1,1,5,4,0,3,4,1,0,1,3,1,2,2,5,1,2,0,7,6,3,4,4,1,0,2,1,2,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
8,19,78,133,123,83,71,69,60,58,40,44,31,25,31,19,17,19,13,17,11,5,8,9,6,7,4,8,8,19,12,8,6,8,3,9,8,3,1,6,6,0,2,3,5,4,5,1,2,3,1,3,2,2,1,2,1,2,4,0,0,1,0,0,0,0,2,4,2,4,5,2,3,3,2,1,1,1,0,0,2,1,1,3,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3
8,27,73,129,120,81,102,64,66,45,38,30,22,24,26,19,30,20,10,14,11,8,7,7,10,5,6,6,13,8,3,4,6,4,4,5,3,4,4,5,5,5,2,3,4,5,3,3,2,6,1,4,1,6,4,3,3,2,5,3,2,1,0,1,1,1,2,3,3,6,4,3,3,2,2,0,0,0,1,1,1,2,1,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,24,82,115,111,111,73,70,59,36,42,33,29,34,25,22,16,10,11,9,12,9,11,8,10,4,7,8,11,8,10,8,4,6,9,8,2,2,5,5,4,1,1,4,0,1,1,2,0,0,1,5,3,3,4,3,2,2,4,0,3,2,0,2,2,3,4,5,0,2,5,2,1,4,1,0,2,2,0,2,0,0,1,2,0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,28,85,120,121,84,82,57,44,47,43,45,26,26,28,17,24,14,18,10,10,6,7,3,9,3,11,7,14,3,3,8,4,2,7,3,6,4,4,4,3,1,8,2,2,1,5,4,0,1,2,2,1,5,3,3,1,5,1,3,0,5,0,1,0,0,1,3,2,2,3,3,3,1,2,0,0,0,0,0,0,0,0,0,3,2,0,4,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0
7,22,79,118,108,82,74,69,49,60,40,39,30,29,23,29,20,23,7,12,7,10,9,4,8,4,8,5,14,11,3,4,5,1,3,4,1,6,2,5,5,1,3,5,4,5,3,4,2,4,0,1,4,4,0,1,2,3,2,3,1,2,0,3,4,0,4,2,2,5,7,6,3,2,1,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
4,21,71,113,107,90,69,51,57,53,41,39,26,31,24,16,20,17,8,10,11,6,7,9,6,6,5,5,14,9,6,9,4,4,3,2,3,2,4,4,2,1,4,8,4,2,4,4,3,4,1,1,2,7,4,3,2,1,3,2,2,2,2,0,1,0,3,2,5,5,5,5,4,1,0,0,0,0,2,0,3,0,0,0,1,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
6,21,64,104,100,84,57,64,51,42,35,38,31,24,20,17,15,12,12,6,7,6,5,8,6,3,8,5,11,9,5,7,4,2,4,3,6,3,3,8,3,3,3,7,5,7,2,2,0,5,4,4,3,3,4,3,2,1,4,2,2,2,0,1,1,1,0,3,5,1,4,4,2,1,2,1,1,2,1,1,2,0,0,0,1,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
4,18,62,110,95,99,66,66,50,38,38,33,23,28,18,21,17,15,12,10,7,8,5,6,12,5,6,9,10,10,5,5,3,0,7,4,4,4,6,1,3,2,2,5,3,6,2,2,4,3,2,4,2,6,2,3,1,6,5,3,0,3,2,2,1,0,1,1,8,2,2,7,5,1,0,1,1,0,1,0,1,2,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,22,61,105,119,79,46,57,54,35,52,21,20,22,24,15,16,24,10,8,4,5,11,8,9,8,8,7,1,15,8,6,3,3,4,6,6,5,3,3,3,2,4,5,2,1,2,1,1,0,3,3,0,1,2,0,3,3,1,5,1,2,1,0,0,1,3,1,3,1,9,5,2,1,1,1,0,0,1,1,1,1,1,1,0,0,4,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
11,22,76,99,115,88,71,54,44,40,40,28,21,20,35,20,16,11,13,10,7,9,6,10,5,6,5,9,9,9,9,4,0,8,3,5,5,4,2,1,6,1,3,2,5,6,9,2,3,3,2,0,3,1,6,1,0,0,2,2,2,5,4,2,2,1,1,6,3,4,5,3,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
8,20,73,117,102,86,68,64,49,33,32,26,24,25,21,20,19,21,9,9,10,12,7,9,12,4,3,6,7,5,13,6,2,4,1,2,4,1,6,5,5,2,3,1,2,4,3,3,5,4,1,0,3,3,3,1,2,3,2,2,1,1,1,0,2,2,2,2,2,0,5,5,4,2,1,2,0,0,0,1,1,0,2,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,25,75,102,86,88,71,62,63,38,28,38,22,14,25,22,15,21,9,13,9,5,3,8,8,5,8,5,7,5,5,2,6,5,4,2,2,6,4,4,3,0,7,6,5,2,1,2,5,0,2,6,4,6,2,4,3,2,2,0,1,3,1,2,1,0,4,2,4,4,5,1,2,1,0,2,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3,17,70,87,83,84,58,41,42,36,42,33,35,20,19,23,12,5,14,11,8,6,8,4,3,7,4,6,12,10,6,7,3,6,4,2,2,1,1,3,0,0,2,7,5,6,3,1,2,3,4,2,2,0,1,2,0,3,0,2,3,2,0,0,2,0,0,1,4,3,2,4,3,0,2,0,0,0,0,2,1,0,1,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1
6,22,64,99,93,72,69,58,35,26,39,36,24,23,25,25,11,16,9,6,6,6,6,5,9,4,5,12,9,7,6,4,1,6,4,4,2,5,4,3,1,1,4,2,5,5,1,2,2,3,3,5,1,0,2,2,3,0,1,1,0,3,0,1,0,2,2,3,3,3,8,3,3,5,0,2,1,0,0,2,0,1,1,2,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
5,13,75,120,96,100,66,60,39,43,27,29,21,20,24,20,15,10,13,5,10,8,6,4,3,5,9,5,8,10,11,6,4,8,2,3,4,8,5,0,1,2,2,7,1,0,2,1,3,3,0,1,3,2,1,3,4,0,2,2,2,3,0,1,1,0,3,4,1,2,3,3,2,1,1,0,1,0,1,0,0,1,1,3,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
8,19,76,106,87,69,76,51,50,42,28,35,20,20,18,21,15,12,13,8,11,6,7,8,0,5,7,9,5,13,5,5,2,7,5,4,9,2,1,1,0,1,1,2,5,2,2,3,1,1,1,2,4,2,1,4,1,0,1,1,2,2,0,2,0,1,0,3,0,6,4,3,2,3,2,0,0,1,1,1,1,1,0,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
4,15,55,114,108,69,70,42,43,33,37,31,20,20,20,20,26,22,15,7,5,3,11,5,5,5,5,5,13,9,8,13,4,3,2,5,5,2,2,4,5,8,5,1,4,4,2,3,3,0,1,3,2,0,2,3,6,3,2,1,0,3,0,2,0,1,2,1,6,2,5,5,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0
1,25,65,86,86,79,67,59,46,44,31,26,18,21,18,12,14,19,12,8,8,8,15,6,7,5,5,6,8,6,2,2,3,4,2,6,5,1,4,1,1,1,4,3,3,6,4,5,1,1,0,4,2,3,0,1,2,2,2,1,1,0,1,0,2,2,2,1,1,6,6,2,1,1,2,1,0,0,0,1,1,0,1,0,0,1,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,17,46,99,86,74,44,54,45,43,32,34,24,15,17,14,19,15,14,10,11,5,5,5,10,6,3,6,6,10,13,4,2,5,6,5,3,3,4,5,4,0,5,3,2,4,1,1,6,8,5,4,1,3,1,1,1,2,2,1,5,0,1,0,2,0,1,1,2,4,0,4,1,2,1,1,0,0,0,1,3,0,1,1,2,1,2,1,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4,23,82,97,91,77,67,51,46,26,26,31,24,17,19,19,18,8,10,13,10,4,6,5,9,5,3,6,10,13,7,6,2,2,3,2,1,4,1,4,4,2,4,1,2,4,4,1,1,1,2,1,2,7,2,2,2,1,3,0,1,2,2,3,2,5,1,4,3,4,5,4,4,3,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2,16,62,85,97,66,52,45,52,48,35,25,20,17,18,17,16,18,10,4,4,4,10,3,5,5,4,7,13,10,7,1,5,3,2,1,5,2,5,1,3,4,2,3,3,1,4,5,1,1,2,4,1,5,4,4,3,0,0,1,1,2,4,3,1,1,3,2,0,6,2,4,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,64,103,80,57,61,31,31,45,26,33,21,22,11,25,24,13,6,13,11,5,8,9,8,7,5,3,11,13,9,5,6,4,2,2,3,7,2,4,1,4,1,2,5,4,3,2,3,1,1,5,1,3,5,4,3,6,2,3,1,2,2,1,1,1,1,2,2,4,4,4,4,2,0,0,0,0,0,2,0,2,1,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
5,26,64,100,90,80,64,44,48,24,25,26,19,21,29,22,17,14,12,8,9,6,12,6,8,7,4,9,12,10,4,2,5,4,4,6,7,2,5,2,1,2,2,4,2,2,4,0,0,1,0,1,0,0,2,1,1,4,1,0,0,1,1,1,1,1,3,0,1,5,0,4,1,2,0,2,1,0,2,0,1,2,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,8,44,102,78,71,65,50,44,33,30,17,27,23,16,13,15,8,9,10,7,8,5,5,4,6,6,7,10,10,8,6,2,4,4,7,0,2,5,4,2,3,5,3,5,4,4,2,2,1,2,2,2,1,2,1,2,4,0,1,2,2,1,1,1,0,1,3,3,0,1,4,2,3,0,2,2,1,1,1,0,2,0,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6,17,44,77,91,64,48,59,38,55,31,38,20,17,17,13,15,17,9,15,11,5,5,7,3,6,4,4,12,10,7,3,4,3,3,2,1,2,2,4,4,4,2,2,7,1,6,3,2,3,2,3,2,3,4,4,2,1,2,2,0,2,1,1,0,0,1,0,1,4,5,3,1,1,1,0,0,0,2,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
3,21,64,88,82,69,54,47,47,38,31,34,26,19,11,17,22,20,11,11,8,6,3,3,5,4,8,6,6,8,7,4,3,3,1,4,10,5,4,3,3,3,3,4,3,1,3,3,3,1,1,1,2,4,2,3,2,1,3,1,0,1,1,1,0,0,1,3,3,6,0,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1
6,16,51,90,77,57,69,38,40,21,43,25,35,16,13,21,25,10,9,10,4,5,1,7,11,5,8,8,9,4,4,2,5,1,3,4,7,3,3,3,4,3,3,3,1,1,2,5,3,1,3,3,6,2,3,2,4,1,1,4,0,0,2,1,0,2,1,1,2,2,5,3,3,3,0,3,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,13,50,78,73,61,65,42,38,23,25,35,17,18,16,15,16,15,7,11,8,9,14,5,11,4,2,5,6,5,7,3,1,2,2,2,1,3,2,1,3,4,2,2,2,1,4,4,1,2,3,2,3,2,3,1,3,4,1,3,1,2,1,3,1,0,1,1,2,3,2,2,3,1,0,0,1,2,0,2,1,1,0,0,0,3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,11,62,96,75,62,50,47,42,29,30,15,20,17,15,19,16,10,13,10,6,9,5,8,3,7,7,5,7,6,10,4,5,2,2,2,3,1,0,2,3,3,1,1,1,2,4,3,5,3,2,4,3,2,2,5,4,2,2,2,2,1,0,1,2,2,2,1,3,2,4,2,3,3,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,19,47,102,88,52,60,39,38,38,21,27,32,23,13,8,12,11,12,10,8,5,7,5,7,10,6,5,10,4,5,2,5,4,1,7,1,6,4,1,2,1,2,2,4,4,2,3,3,1,1,2,4,1,4,1,1,1,1,2,1,0,1,3,1,0,3,3,2,3,8,1,2,2,0,2,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,25,56,86,79,76,47,47,32,31,31,23,26,21,15,10,17,9,10,9,7,7,6,9,5,10,5,4,8,10,5,3,3,2,5,4,2,6,1,5,4,2,1,3,4,1,1,4,3,2,0,0,0,5,5,2,3,2,1,2,1,3,2,0,0,4,2,3,3,2,4,4,2,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
2,22,59,99,81,67,71,44,34,41,33,33,19,17,13,12,17,12,11,9,7,7,8,7,7,2,7,10,5,14,8,4,0,5,2,4,5,3,1,1,1,2,3,0,3,2,4,4,0,2,2,4,4,2,2,2,4,1,2,0,1,1,1,2,0,0,2,5,0,1,1,4,3,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,24,46,87,68,60,47,41,45,25,33,35,27,19,15,12,11,12,6,8,8,8,5,3,4,5,4,5,9,9,9,3,4,2,1,4,2,4,1,5,4,3,2,3,3,1,3,2,2,0,3,1,0,1,3,4,1,3,0,2,1,0,1,1,0,1,1,1,2,2,2,1,4,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3,15,58,78,74,55,43,43,45,41,19,21,20,20,14,15,16,9,5,9,9,7,8,6,7,3,0,4,10,9,1,3,2,4,4,5,4,6,3,1,2,2,0,1,4,3,2,1,1,4,2,3,2,3,3,2,2,1,1,4,0,1,0,0,1,1,2,2,1,4,2,0,2,2,2,0,1,1,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
6,11,61,85,83,54,48,37,42,38,37,18,23,25,20,12,19,13,10,4,3,10,5,4,3,5,7,5,4,11,7,3,3,2,2,2,6,2,2,2,1,3,4,3,3,2,3,3,0,2,4,4,2,1,0,5,3,1,2,2,0,2,0,1,1,1,1,0,0,3,2,4,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,13,43,87,81,55,49,37,41,22,25,31,20,22,20,19,21,18,6,9,11,10,3,6,4,3,7,6,6,8,6,2,7,2,1,4,1,2,2,1,2,1,4,1,3,4,1,1,0,3,0,1,3,0,3,2,0,2,1,0,2,2,1,2,1,0,1,0,4,5,2,4,2,1,0,1,1,2,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6,20,48,82,81,62,54,43,42,35,23,24,18,20,14,15,14,18,9,12,4,6,7,5,6,5,5,7,5,6,4,6,3,3,3,3,4,1,1,3,2,2,2,0,1,2,0,3,0,1,2,0,2,2,3,2,0,0,3,1,2,0,1,0,0,0,0,2,2,2,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,11,59,85,87,61,54,40,38,24,32,18,22,16,20,17,19,13,9,5,7,8,9,3,3,2,3,5,3,6,3,3,3,7,6,4,1,1,2,1,1,2,1,2,3,1,2,3,5,0,0,1,4,2,2,1,2,1,1,2,2,1,0,0,0,1,1,4,2,3,6,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,17,61,73,83,55,55,33,33,27,33,26,20,19,17,14,18,11,10,5,3,8,5,7,5,3,6,6,9,7,3,2,1,2,0,2,2,6,2,3,2,1,2,1,3,2,2,3,1,1,2,4,1,1,6,3,2,1,1,0,2,2,0,2,1,0,0,3,2,2,4,3,2,2,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,17,48,80,72,54,39,47,34,30,26,26,23,20,17,8,21,12,9,8,6,6,5,4,8,3,5,5,4,5,6,3,5,4,9,1,2,1,1,3,2,1,4,4,4,2,3,1,3,1,2,4,3,6,2,0,2,2,1,2,1,3,0,3,0,1,0,1,3,8,2,4,2,2,1,0,1,0,1,0,0,0,1,2,0,3,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,19,53,79,80,59,62,49,29,30,27,21,22,15,16,9,14,11,9,13,6,9,5,5,6,11,2,7,13,5,13,4,2,6,3,2,4,2,0,2,3,3,0,8,3,1,2,1,2,3,2,1,1,0,2,1,1,0,1,1,3,0,1,1,0,0,1,2,2,0,5,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,18,51,82,63,63,50,34,37,31,38,20,22,15,10,12,15,18,5,4,6,9,3,3,6,5,4,7,7,11,5,2,1,2,1,1,3,1,2,2,3,5,2,2,1,1,0,1,3,0,1,1,3,1,4,0,0,1,0,3,1,3,1,0,1,1,1,1,5,1,2,0,0,1,1,0,1,1,0,0,1,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,17,56,65,82,57,50,39,35,25,25,20,17,19,19,11,14,10,9,5,9,3,5,4,8,1,5,5,9,8,5,5,2,0,4,5,5,4,2,3,2,0,1,5,2,5,1,2,2,2,0,2,0,1,1,2,2,0,5,4,2,2,2,0,1,2,0,0,2,2,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
5,13,43,89,70,68,61,50,26,24,24,26,13,22,20,13,20,10,8,11,10,8,6,5,7,0,4,4,9,13,2,6,3,5,1,0,7,1,1,1,5,1,1,2,4,2,3,2,0,2,2,1,4,2,2,2,2,0,1,2,2,0,1,2,0,1,1,1,0,2,0,2,4,1,2,0,1,0,1,1,1,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,20,53,77,66,50,45,38,37,23,27,20,26,13,13,15,9,10,11,6,7,5,1,7,9,9,1,2,7,7,5,3,6,5,3,2,2,2,3,1,2,5,3,1,2,1,4,1,1,1,1,0,0,1,3,2,2,1,1,5,1,5,1,2,1,2,2,2,2,1,2,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
